,studyid,trialOutcome,trialOutcome_label
43031,NCT02583425,"Terminated, Poor enrollment",0
43033,NCT02583477,"Terminated, Poor enrollment",0
43045,NCT02584816,"Completed, Positive outcome/primary endpoint(s) met",1
43056,NCT02585700,"Completed, Positive outcome/primary endpoint(s) met",1
43058,NCT02585778,"Completed, Positive outcome/primary endpoint(s) met",1
43062,NCT02585895,"Completed, Positive outcome/primary endpoint(s) met",1
43064,NCT02585960,"Completed, Positive outcome/primary endpoint(s) met",1
43077,NCT02586636,"Completed, Positive outcome/primary endpoint(s) met",1
43099,NCT02588131,"Completed, Positive outcome/primary endpoint(s) met",1
43100,NCT02588170,"Completed, Early positive outcome",1
43104,NCT02588456,"Terminated, Lack of efficacy",0
43105,NCT02588521,"Completed, Negative outcome/primary endpoint(s) not met",0
43106,NCT02588586,"Completed, Negative outcome/primary endpoint(s) not met",0
43109,NCT02588677,"Completed, Positive outcome/primary endpoint(s) met",1
43113,NCT02588950,"Terminated, Poor enrollment",0
43114,NCT02589067,"Completed, Positive outcome/primary endpoint(s) met",1
43119,NCT02589626,"Completed, Positive outcome/primary endpoint(s) met",1
43120,NCT02589639,"Completed, Positive outcome/primary endpoint(s) met",1
43125,NCT02589795,"Completed, Positive outcome/primary endpoint(s) met",1
43127,NCT02589964,"Terminated, Poor enrollment",0
43130,NCT02590224,"Completed, Positive outcome/primary endpoint(s) met",1
43137,NCT02591095,"Completed, Positive outcome/primary endpoint(s) met",1
43146,NCT02591888,"Terminated, Poor enrollment",0
43157,NCT02592486,"Completed, Positive outcome/primary endpoint(s) met",1
43158,NCT02592785,"Completed, Positive outcome/primary endpoint(s) met",1
43160,NCT02592967,"Terminated, Lack of efficacy",0
43161,NCT02593071,"Completed, Positive outcome/primary endpoint(s) met",1
43163,NCT02593318,"Completed, Positive outcome/primary endpoint(s) met",1
43167,NCT02593708,"Terminated, Safety/adverse effects",0
43180,NCT02594761,"Completed, Positive outcome/primary endpoint(s) met",1
43181,NCT02594839,"Completed, Positive outcome/primary endpoint(s) met",1
43189,NCT02595840,"Terminated, Lack of efficacy",0
43190,NCT02595840,"Terminated, Poor enrollment",0
43191,NCT02595970,"Completed, Positive outcome/primary endpoint(s) met",1
43192,NCT02596035,"Completed, Positive outcome/primary endpoint(s) met",1
43211,NCT02597153,"Terminated, Poor enrollment",0
43216,NCT02597322,"Completed, Positive outcome/primary endpoint(s) met",1
43224,NCT02598063,"Completed, Positive outcome/primary endpoint(s) met",1
43225,NCT02598193,"Completed, Positive outcome/primary endpoint(s) met",1
43226,NCT02598297,"Terminated, Poor enrollment",0
43228,NCT02598362,"Completed, Negative outcome/primary endpoint(s) not met",0
43230,NCT02598427,"Terminated, Poor enrollment",0
43232,NCT02598583,"Completed, Positive outcome/primary endpoint(s) met",1
43233,NCT02598687,"Terminated, Lack of efficacy",0
43236,NCT02599012,"Completed, Positive outcome/primary endpoint(s) met",1
43237,NCT02599064,"Completed, Positive outcome/primary endpoint(s) met",1
43244,NCT02600390,"Completed, Negative outcome/primary endpoint(s) not met",0
43248,NCT02600611,"Completed, Positive outcome/primary endpoint(s) met",1
43253,NCT02600975,"Completed, Positive outcome/primary endpoint(s) met",1
43256,NCT02601222,"Completed, Positive outcome/primary endpoint(s) met",1
43265,NCT02601560,"Completed, Positive outcome/primary endpoint(s) met",1
43267,NCT02601651,"Completed, Positive outcome/primary endpoint(s) met",1
43281,NCT02603224,"Completed, Positive outcome/primary endpoint(s) met",1
43282,NCT02603393,"Completed, Negative outcome/primary endpoint(s) not met",0
43285,NCT02603458,"Terminated, Poor enrollment",0
43286,NCT02603562,"Completed, Positive outcome/primary endpoint(s) met",1
43289,NCT02603705,"Completed, Positive outcome/primary endpoint(s) met",1
43301,NCT02604407,"Completed, Positive outcome/primary endpoint(s) met",1
43302,NCT02604433,"Completed, Positive outcome/primary endpoint(s) met",1
43308,NCT02604940,"Completed, Positive outcome/primary endpoint(s) met",1
43310,NCT02605070,"Terminated, Poor enrollment",0
43311,NCT02605083,"Completed, Early positive outcome",1
43315,NCT02605265,"Completed, Positive outcome/primary endpoint(s) met",1
43321,NCT02605824,"Terminated, Safety/adverse effects",0
43327,NCT02606097,"Completed, Positive outcome/primary endpoint(s) met",1
43328,NCT02606123,"Terminated, Safety/adverse effects",0
43337,NCT02606877,"Completed, Negative outcome/primary endpoint(s) not met",0
43346,NCT02607618,"Completed, Positive outcome/primary endpoint(s) met",1
43358,NCT02608060,"Terminated, Poor enrollment",0
43359,NCT02608099,"Completed, Positive outcome/primary endpoint(s) met",1
43364,NCT02608411,"Terminated, Safety/adverse effects",0
43366,NCT02608502,"Completed, Negative outcome/primary endpoint(s) not met",0
43369,NCT02608905,"Terminated, Poor enrollment",0
43378,NCT02609659,"Completed, Positive outcome/primary endpoint(s) met",1
43380,NCT02609984,"Completed, Negative outcome/primary endpoint(s) not met",0
43383,NCT02610088,"Completed, Positive outcome/primary endpoint(s) met",1
43391,NCT02610361,"Terminated, Poor enrollment",0
43404,NCT02611752,"Completed, Positive outcome/primary endpoint(s) met",1
43405,NCT02611778,"Completed, Positive outcome/primary endpoint(s) met",1
43437,NCT02614287,"Completed, Positive outcome/primary endpoint(s) met",1
43443,NCT02614547,"Completed, Positive outcome/primary endpoint(s) met",1
43448,NCT02614937,"Completed, Positive outcome/primary endpoint(s) met",1
43449,NCT02614963,"Completed, Positive outcome/primary endpoint(s) met",1
43464,NCT02616497,"Completed, Positive outcome/primary endpoint(s) met",1
43465,NCT02616562,"Completed, Positive outcome/primary endpoint(s) met",1
43469,NCT02617277,"Completed, Positive outcome/primary endpoint(s) met",1
43470,NCT02617446,"Completed, Positive outcome/primary endpoint(s) met",1
43489,NCT02619734,"Completed, Positive outcome/primary endpoint(s) met",1
43499,NCT02620332,"Completed, Positive outcome/primary endpoint(s) met",1
43500,NCT02620384,"Terminated, Poor enrollment",0
43504,NCT02620995,"Completed, Positive outcome/primary endpoint(s) met",1
43506,NCT02621164,"Completed, Positive outcome/primary endpoint(s) met",1
43507,NCT02621177,"Completed, Positive outcome/primary endpoint(s) met",1
43515,NCT02622113,"Completed, Positive outcome/primary endpoint(s) met",1
43516,NCT02622321,"Completed, Positive outcome/primary endpoint(s) met",1
43518,NCT02622672,"Completed, Positive outcome/primary endpoint(s) met",1
43520,NCT02622958,"Completed, Positive outcome/primary endpoint(s) met",1
43525,NCT02623361,"Completed, Negative outcome/primary endpoint(s) not met",0
43534,NCT02623595,"Terminated, Poor enrollment",0
43541,NCT02624063,"Completed, Negative outcome/primary endpoint(s) not met",0
43543,NCT02624141,"Terminated, Poor enrollment",0
43544,NCT02624167,"Completed, Positive outcome/primary endpoint(s) met",1
43557,NCT02624947,"Completed, Negative outcome/primary endpoint(s) not met",0
43563,NCT02625857,"Completed, Early positive outcome",1
43569,NCT02626234,"Completed, Positive outcome/primary endpoint(s) met",1
43572,NCT02626520,"Terminated, Safety/adverse effects",0
43602,NCT02628847,"Terminated, Poor enrollment",0
43605,NCT02629094,"Terminated, Safety/adverse effects",0
43606,NCT02629146,"Completed, Positive outcome/primary endpoint(s) met",1
43612,NCT02629562,"Completed, Positive outcome/primary endpoint(s) met",1
43615,NCT02629848,"Terminated, Lack of efficacy",0
43632,NCT02630563,"Terminated, Poor enrollment",0
43638,NCT02630901,"Completed, Negative outcome/primary endpoint(s) not met",0
43641,NCT02631070,"Completed, Positive outcome/primary endpoint(s) met",1
43642,NCT02631096,"Completed, Positive outcome/primary endpoint(s) met",1
43643,NCT02631252,"Terminated, Poor enrollment",0
43648,NCT02631746,"Terminated, Safety/adverse effects",0
43649,NCT02631772,"Terminated, Poor enrollment",0
43657,NCT02632877,"Completed, Positive outcome/primary endpoint(s) met",1
43659,NCT02633527,"Completed, Positive outcome/primary endpoint(s) met",1
43662,NCT02633657,"Terminated, Poor enrollment",0
43666,NCT02633852,"Completed, Positive outcome/primary endpoint(s) met",1
43668,NCT02634151,"Completed, Positive outcome/primary endpoint(s) met",1
43669,NCT02634281,"Completed, Positive outcome/primary endpoint(s) met",1
43670,NCT02634320,"Completed, Positive outcome/primary endpoint(s) met",1
43673,NCT02634606,"Terminated, Poor enrollment",0
43680,NCT02634983,"Completed, Positive outcome/primary endpoint(s) met",1
43692,NCT02636231,"Completed, Negative outcome/primary endpoint(s) not met",0
43694,NCT02636322,"Completed, Positive outcome/primary endpoint(s) met",1
43701,NCT02636725,"Completed, Positive outcome/primary endpoint(s) met",1
43702,NCT02636868,"Completed, Negative outcome/primary endpoint(s) not met",0
43704,NCT02636907,"Completed, Positive outcome/primary endpoint(s) met",1
43717,NCT02637973,"Completed, Positive outcome/primary endpoint(s) met",1
43718,NCT02637999,"Completed, Positive outcome/primary endpoint(s) met",1
43719,NCT02638038,"Completed, Positive outcome/primary endpoint(s) met",1
43722,NCT02638129,"Terminated, Poor enrollment",0
43723,NCT02638168,"Terminated, Poor enrollment",0
43725,NCT02638233,"Completed, Positive outcome/primary endpoint(s) met",1
43726,NCT02638259,"Completed, Positive outcome/primary endpoint(s) met",1
43727,NCT02638337,"Completed, Positive outcome/primary endpoint(s) met",1
43745,NCT02639559,"Completed, Positive outcome/primary endpoint(s) met",1
43755,NCT02640404,"Completed, Positive outcome/primary endpoint(s) met",1
43757,NCT02640482,"Completed, Positive outcome/primary endpoint(s) met",1
43760,NCT02640612,"Completed, Positive outcome/primary endpoint(s) met",1
43761,NCT02640729,"Completed, Positive outcome/primary endpoint(s) met",1
43764,NCT02640794,"Terminated, Poor enrollment",0
43766,NCT02640820,"Completed, Positive outcome/primary endpoint(s) met",1
43768,NCT02641002,"Terminated, Lack of efficacy",0
43771,NCT02641379,"Terminated, Poor enrollment",0
43772,NCT02641392,"Terminated, Lack of efficacy",0
43775,NCT02641639,"Terminated, Lack of efficacy",0
43777,NCT02641860,"Completed, Positive outcome/primary endpoint(s) met",1
43779,NCT02642159,"Completed, Positive outcome/primary endpoint(s) met",1
43781,NCT02642419,"Terminated, Lack of efficacy",0
43785,NCT02643056,"Terminated, Lack of efficacy",0
43786,NCT02643082,"Completed, Positive outcome/primary endpoint(s) met",1
43790,NCT02643433,"Completed, Positive outcome/primary endpoint(s) met",1
43792,NCT02643641,"Completed, Positive outcome/primary endpoint(s) met",1
43798,NCT02644122,"Terminated, Poor enrollment",0
43824,NCT02646826,"Completed, Positive outcome/primary endpoint(s) met",1
43825,NCT02646891,"Completed, Positive outcome/primary endpoint(s) met",1
43837,NCT02648425,"Completed, Positive outcome/primary endpoint(s) met",1
43843,NCT02648919,"Terminated, Poor enrollment",0
43844,NCT02649062,"Completed, Positive outcome/primary endpoint(s) met",1
43856,NCT02650063,"Completed, Positive outcome/primary endpoint(s) met",1
43857,NCT02650401,"Completed, Positive outcome/primary endpoint(s) met",1
43865,NCT02650999,"Completed, Positive outcome/primary endpoint(s) met",1
43869,NCT02651194,"Completed, Positive outcome/primary endpoint(s) met",1
43890,NCT02652546,"Completed, Negative outcome/primary endpoint(s) not met",0
43896,NCT02652910,"Completed, Positive outcome/primary endpoint(s) met",1
43914,NCT02654080,"Completed, Positive outcome/primary endpoint(s) met",1
43916,NCT02654145,"Completed, Positive outcome/primary endpoint(s) met",1
43931,NCT02655224,"Completed, Positive outcome/primary endpoint(s) met",1
43932,NCT02655237,"Completed, Positive outcome/primary endpoint(s) met",1
43933,NCT02655419,"Completed, Positive outcome/primary endpoint(s) met",1
43935,NCT02655679,"Completed, Positive outcome/primary endpoint(s) met",1
43941,NCT02656082,"Completed, Positive outcome/primary endpoint(s) met",1
43943,NCT02656173,"Completed, Positive outcome/primary endpoint(s) met",1
43951,NCT02656875,"Completed, Positive outcome/primary endpoint(s) met",1
43956,NCT02657161,"Completed, Positive outcome/primary endpoint(s) met",1
43957,NCT02657330,"Completed, Positive outcome/primary endpoint(s) met",1
43958,NCT02657369,"Terminated, Lack of efficacy",0
43965,NCT02658149,"Completed, Positive outcome/primary endpoint(s) met",1
43979,NCT02658877,"Terminated, Poor enrollment",0
43990,NCT02660242,"Completed, Positive outcome/primary endpoint(s) met",1
43998,NCT02660580,"Completed, Positive outcome/primary endpoint(s) met",1
43999,NCT02660684,"Completed, Positive outcome/primary endpoint(s) met",1
44015,NCT02661932,"Completed, Positive outcome/primary endpoint(s) met",1
44016,NCT02662023,"Completed, Positive outcome/primary endpoint(s) met",1
44017,NCT02662036,"Terminated, Lack of efficacy",0
44023,NCT02662556,"Completed, Positive outcome/primary endpoint(s) met",1
44028,NCT02662725,"Completed, Positive outcome/primary endpoint(s) met",1
44029,NCT02662764,"Completed, Positive outcome/primary endpoint(s) met",1
44039,NCT02664415,"Completed, Negative outcome/primary endpoint(s) not met",0
44041,NCT02664805,"Completed, Positive outcome/primary endpoint(s) met",1
44045,NCT02665286,"Completed, Negative outcome/primary endpoint(s) not met",0
44047,NCT02665364,"Completed, Positive outcome/primary endpoint(s) met",1
44048,NCT02665637,"Completed, Positive outcome/primary endpoint(s) met",1
44049,NCT02665650,"Completed, Positive outcome/primary endpoint(s) met",1
44062,NCT02667496,"Terminated, Poor enrollment",0
44066,NCT02667743,"Completed, Positive outcome/primary endpoint(s) met",1
44069,NCT02668172,"Completed, Positive outcome/primary endpoint(s) met",1
44081,NCT02669082,"Completed, Positive outcome/primary endpoint(s) met",1
44083,NCT02669264,"Terminated, Poor enrollment",0
44092,NCT02669758,"Completed, Positive outcome/primary endpoint(s) met",1
44094,NCT02669862,"Completed, Positive outcome/primary endpoint(s) met",1
44097,NCT02669914,"Terminated, Poor enrollment",0
44101,NCT02670187,"Completed, Positive outcome/primary endpoint(s) met",1
44135,NCT02673372,"Completed, Positive outcome/primary endpoint(s) met",1
44147,NCT02674152,"Completed, Positive outcome/primary endpoint(s) met",1
44153,NCT02674399,"Completed, Positive outcome/primary endpoint(s) met",1
44155,NCT02674568,"Completed, Negative outcome/primary endpoint(s) not met",0
44156,NCT02674750,"Completed, Positive outcome/primary endpoint(s) met",1
44166,NCT02675478,"Completed, Positive outcome/primary endpoint(s) met",1
44167,NCT02675491,"Completed, Positive outcome/primary endpoint(s) met",1
44169,NCT02675556,"Terminated, Lack of efficacy",0
44172,NCT02675855,"Completed, Positive outcome/primary endpoint(s) met",1
44173,NCT02675998,"Completed, Positive outcome/primary endpoint(s) met",1
44174,NCT02676076,"Completed, Positive outcome/primary endpoint(s) met",1
44180,NCT02676869,"Completed, Positive outcome/primary endpoint(s) met",1
44182,NCT02676947,"Completed, Negative outcome/primary endpoint(s) not met",0
44203,NCT02678260,"Completed, Positive outcome/primary endpoint(s) met",1
44205,NCT02678455,"Completed, Positive outcome/primary endpoint(s) met",1
44212,NCT02679131,"Terminated, Safety/adverse effects",0
44214,NCT02679248,"Terminated, Poor enrollment",0
44215,NCT02679339,"Terminated, Poor enrollment",0
44222,NCT02680054,"Terminated, Poor enrollment",0
44238,NCT02681991,"Completed, Positive outcome/primary endpoint(s) met",1
44240,NCT02682381,"Completed, Positive outcome/primary endpoint(s) met",1
44242,NCT02682563,"Completed, Positive outcome/primary endpoint(s) met",1
44250,NCT02683109,"Completed, Positive outcome/primary endpoint(s) met",1
